Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Environment 1,Environment 2
077ccf522e29444fae11ce463a6e985c,298.15,101.0,2,CCCCOC(C)=O,0.5412,O=C1CCCCC1,0.4588,0.9037000000000004,0.0,0.8914247785051608,0.00021614436382899597,ester,ketone
183e43f4136a44faa36a58f5e622b7a3,298.15,101.0,2,CCCCOC(C)=O,0.7589,O=C1CCCCC1,0.2411,0.8900000000000002,0.0,0.8843213476527935,0.00020213334150164812,ester,ketone
661fd1b0e0544823af50954019f53c17,298.15,101.0,2,CCCCOC(C)=O,0.2509,O=C1CCCCC1,0.7491,0.9236000000000002,0.0,0.9025212732338589,0.00021463370177886876,ester,ketone
deffa8a49996418585400923b698b20c,298.15,101.0,2,O=C1CCCCC1,0.8,C=C(C)C(=O)O,0.2,0.9554000000000002,0.0,0.930348302488583,0.00024993301587604276,ketone,ester
7877b3aaf4f849f5b23919e583cbdd45,298.15,101.0,2,O=C1CCCCC1,0.2,C=C(C)C(=O)O,0.8,0.9949000000000002,0.0,0.986623438056589,0.0002800224060999312,ketone,ester
776d891e73c6419f94d071cdafe5ee28,298.15,101.0,2,O=C1CCCCC1,0.5,C=C(C)C(=O)O,0.5,0.9750000000000002,0.0,0.9558777120372977,0.00023278577913792744,ketone,ester
afa25827ef0d441f875ef913d96fa7d3,298.15,101.0,2,CCCCOC(C)=O,0.2264,O=C1CCCC1,0.7736,0.9231000000000004,0.0,0.8995888879628965,0.00024967185047490174,ester,ketone
dd082e49e6c94f97b392f486ac54d5af,298.15,101.0,2,CCCCOC(C)=O,0.4995,O=C1CCCC1,0.5005,0.9029,0.0,0.8902794122392157,0.0002660145385408106,ester,ketone
751c7c97b7e14332a255b2812faf6648,298.15,101.0,2,CCCCOC(C)=O,0.7264,O=C1CCCC1,0.2736,0.8889000000000001,0.0,0.8838502843198333,0.0002384199654470765,ester,ketone
8e8ec70c2f7a4171be9dbb8dc924e641,298.14,101.3,2,CCC(=O)O,0.8009,CC(C)=O,0.1991,0.9543440000000004,0.0,0.9655588646340287,0.00027308958036787324,ester,ketone
48be775048394fbe96465feaf6f52ed8,298.14,101.3,2,CCC(=O)O,0.4999,CC(C)=O,0.5001,0.8977050000000003,0.0,0.8867507479125414,0.00028028842214434483,ester,ketone
400b5852ccbc400ba6321d0282456440,298.14,101.3,2,CCC(=O)O,0.2297,CC(C)=O,0.7703,0.8404150000000001,0.0,0.8117998904806067,0.00032767891576009257,ester,ketone
b2761483be724c498f6655955e8fe3a9,298.15,101.0,2,O=C1CCCCC1,0.2778,CCOC(C)=O,0.7222,0.9073000000000002,0.0,0.9026479497560971,0.0002994518412707192,ketone,ester
be4fe0deb208462b9efce24ffd227bf6,298.15,101.0,2,O=C1CCCCC1,0.473,CCOC(C)=O,0.527,0.9175000000000002,0.0,0.9053460914458823,0.0002372084582353371,ketone,ester
